x0,x1,top,text,bottom,page_number,layout_type,in_row,layoutno
97.33333333333333,295.3333333333333,739.0,然科学基金项目（）2；福022建C省XA中05青3年教师教育科研项目（202）3J；01国3家33自然科学基金面上项目培,760.6666666666666,1,reference,1,reference-0
97.33333333333333,201.33333333333334,758.6666666666666,育专项校管JA课T2题2（01X126023014）,770.3333333333334,1,reference,1,reference-0
62.0,232.33333333333334,769.6666666666666,通信作者：俞向梅，：jtcm.edu.cn,781.0,1,reference,1,reference-0
61.0,194.0,780.3333333333334,DOI：10.13260/j.cnkEi.-jfmjtaciml.22002141.002350@04 f,792.0,1,reference,1,reference-0
314.3333333333333,551.3333333333334,493.0,降低，而通过应用白藜芦醇、筋骨草素二萜（）等干预可显著提高脊髓背角-1aju表‐g达ar，in减-1轻氧化应激。综上所述D，NP的镇痛作N用r可f2通过减少脊髓背角氧化应激而发N挥rf2作用［9-10］。属中医学“消渴”“痹证”范畴。临床研究显示，D电N针P足三里、肾俞等可显著降低糖尿病周围神经痛［11-14］。本项目组前期研究证实，电针能够显著抑制脊髓背角氧化应激［15］，但是否与调控Nrf2及相DN关P基因表达，目前暂不清楚。,625.3333333333334,1,text,1,text-5
317.0,377.3333333333333,630.0,1　实验材料,639.6666666666666,1,title,1,title-1
316.3333333333333,551.3333333333334,643.3333333333334,1.1　实验动物　级雄性大鼠共只，体质量（±），均S由PF福建S中D医药大学实验28动物中心［许2可20证号30：g（闽）］购入，并饲养于级动物实SY验XK室，予以20自19-由0饮007水和进食，保持适S宜PF的温度、适度，并提供光照明暗交替以形成正常的昼夜节律。本研究通过福建中医药大学实验伦理委员会审批（审批号：），动物实验严格遵循我国相关实验FJT动C物M2规01定9-及00本6校实验动物中心的管理制度。,775.0,1,text,1,text-6
316.3333333333333,550.3333333333334,777.6666666666666,1.2　主要试剂与耗材　链脲佐菌素（STZ，批号：,790.0,1,title,2,title-2
65.66666666666667,77.33333333333333,922.6666666666666,14,930.6666666666666,2,header,2,header-0
61.0,296.0,952.0,）、/柠檬酸缓冲液（批号：）S均80购50于p北H京4.5索0.莱1 宝mo科lL技有限公司；抗C体10（13批号：）购买于武汉三鹰生物Ne技un术有限公司；66836-提1-取Ig试剂盒（批号：）购买于南京诺唯R赞NA生s物科技股份有限公司R2。23-01热刺痛仪购买于成都泰盟软件有限公司。PL-200×一次性无菌毫针、电子针疗仪（型号0.2：5S DmZm-Ⅱ1）3均m购m买于苏州医疗用品有限公司。,1064.6666666666667,2,text,1,text-0
59.333333333333336,114.0,1065.6666666666667,2　方　法,1081.0,2,title,1,title-0
60.0,296.0,1081.0,2.1　实验分组　只级雄性大鼠按照随机数字法分别为对2照8组S、P模F型组SD、电针组、Nrf2干扰组，每组7只。,1122.0,2,text,2,text-2
61.0,293.3333333333333,1123.0,2.2　动物造模　参考文献［］的模型复制方法，,1135.3333333333333,2,,2,
61.0,295.3333333333333,1137.3333333333333,具体操作如下：造模前，大16鼠禁食。腹腔注射（溶解于的1 d/柠檬8酸h缓冲液），剂S量T为Z/pH。4注.5射后0.第1 mo周lL、第周，通过葡萄糖试纸测60 量m大gk鼠g尾静脉的空腹1血糖水2平，仅当大鼠连续次测量的空腹血糖值均＞/时，认定糖尿2病模型复制成功。结合前1期6.7研m究m，o糖lL尿病大鼠的热痛潜伏期显著低于对照组的/2，则将其纳入糖尿病周围神经痛模型进行实验［115］。,1250.0,2,text,2,text-3
60.0,295.3333333333333,1251.6666666666667,2.3　脊髓鞘内注射　干扰组于造模前两周鞘,1264.3333333333333,2,title,1,title-2
61.0,294.3333333333333,1266.0,内注射病毒干扰剂N［rf2（）,1278.6666666666667,2,,1,
60.0,296.0,1281.3333333333333,），购N买rf2于购于布林凯斯rA（A深V-圳U）6生-sh物RN技A术r有Nf限e22公-司C］。鞘内注射方法参考团队前期研究［17］，具体步骤如下：异氟烷快速麻醉，并使大鼠俯卧于操作台上，充分暴露～椎间隙腰椎。确定注射位置并消毒后，使用L4L微5量注射器垂直脊柱，缓慢倾斜并滑入关节27间G隙。感知落空感后固定针柄，以45°/速度缓慢注射，总注入20 µL/只，缓慢拔2出µ注L射m器in。,1391.3333333333335,2,,0,
61.0,295.3333333333333,1394.0,2.4　干预方法　电针组、干扰组在造模周后开始进行干预，隔日电针N次rf，2每周次，共电针2周。具体操作如下：将大鼠固1定在专用3固定架上，4参照《实用腕踝针疗法》［18］选取大鼠双侧“足三里”与,1449.6666666666665,2,,0,
62.0,298.0,1449.6666666666665,“肾俞”穴，×一次性无菌毫针以,1464.6666666666665,2,,0,
60.333333333333336,296.0,1465.6666666666665,的深度刺入0.2，5电m针m参1数3 为mm频率、电5 流mm，连续波，每次［19-20］。10对H照z组和模0.型5 m组A进行相同的固定操作3，0 但mi不n进行电针干预。干预结束后，将所有大鼠放回各自的笼内饲养。,1521.0,2,,0,
61.0,296.0,1523.0,2.5　标本取材及制备　样本分为新鲜蛋白组织和多聚甲醛固定病理切片类。末次热痛潜伏期测量后，各组随机抽取只大2鼠，断头处死大鼠，低温快速取出大鼠脊髓背4角新鲜组织，液氮速冻后及时存放于冰箱中；各组取只大鼠经心灌注固定，,1592.0,2,,0,
62.0,284.3333333333333,1594.6666666666665,选取-大80鼠℃脊髓进行多聚甲醛3固定制作冰冻切片。,1606.0,2,,0,
61.0,184.0,1608.0,2.6　观察指标及检测方法　,1620.3333333333335,2,title,0,title-6
61.0,294.3333333333333,1622.3333333333335,2.6.1　足底热痛潜伏期　采用热刺痛仪测量，操作参考文献［21］具体如下：P将L-大20鼠0放入15 cm×,1648.3333333333335,2,text,1,text-4
279.6666666666667,330.6666666666667,920.0,福建中医药,929.6666666666666,2,header,2,header-1
315.3333333333333,551.3333333333334,952.0,×的有机玻璃箱中适应。然后，1将5 仪cm器的15光c源m对准大鼠足掌，光源强1度5 设mi定n为。设定自动切断时间为，按下开关后，记录大3鼠0%抬足或舔足的时间。每3只0 大s鼠分别在造模前、造模后周、造模后周进行测量，每次间隔至少。为2避免足底受伤6，保持检测时间段一致，减5少m昼in夜节律对疼痛阈值的影响。2.6.2　免疫荧光法检测组大鼠脊髓背角与共定位情况　组大4鼠脊髓背角冰冻切N片rf2，通N过eu蛋n白酶消化后4添加原位杂交探针进行过夜杂交，利K用溶液洗N涤rf2去除非特异性结合，接着进行免疫荧SS光C，先后孵育一抗和二抗以标记，使用DAPI 进行核染色，最后在荧光显微镜下N观eu察n。2.6.3检测组大鼠及其相关基因和qP调CR 控基因4 的相Nr对f2 表达水平　取出mR组N脊A髓背角新鲜m组iR织N匀A浆离心，每管加入4，提取样本根据试剂盒逆转1录m合LR成NA Isol。ato根r据RNA、序列，按照相应的种属c选D取NA、mRN作A为m内iR参NA基因；采用技术以及-ΔGΔCATP法D计H算U上6述基因相对表达水平qP。C引R物序列见2表1。,1278.6666666666667,2,text,1,text-1
340.6666666666667,350.6666666666667,1165.0,　,1172.3333333333333,2,text,4,text-1
315.3333333333333,550.3333333333334,1621.3333333333335,2.7　统计学方法　采用统计学软件分析。计量资料符合正态分SP布SS采2用2.（0xˉ±）s表示，组间,1648.3333333333335,2,text,1,text-5
512.0,550.3333333333334,920.0,第55 卷,932.3333333333334,2,header,2,header-2
61.0,95.66666666666667,1779.0,第3 期,1791.3333333333333,3,header,2,header-0
61.0,295.3333333333333,1811.0,比较采用方差分析，进一步两两比较采用t 法，重复测量数据采用重复测量方差分析。以LSPD＜-0.05表示差异具有统计学意义。,1852.3333333333333,3,text,2,text-1
59.333333333333336,113.0,1853.0,3　结　果,1868.3333333333333,3,title,0,title-0
58.333333333333336,295.3333333333333,1971.3333333333333,注：与对照组比较，）P＜；与模型组比较，2）P＜0.05；与电针组比较，13）P＜00.0.055。3.2　组大鼠脊髓背角与神经元标记物共定位4比较　对照组大N鼠rf脊2髓背角与神N经eu元N标记物存在大量共表达，提示Nrf2大量表达在脊髓背Ne角uN神经元上；模型组大鼠脊N髓rf背2角提示神经元上显著降低；电针组大鼠经肾俞、足三里电针干预Nr后f2神经元上表达显著升高；干扰组大鼠经电针后，仍Nr处f2于低水平表达。N见rf图2。3.3　组大鼠脊N髓rf背2角、、、HO1-1、Catala4se mRNA相对表达N水rf平2比Ke较ap,2129.6666666666665,3,text,0,text-4
67.33333333333333,406.3333333333333,2325.6666666666665,注：与对照组比较，1）P4 ＜0.05；与模型组比较，2）P＜0.05；与电针组比较，3）P＜0.05。,2338.0,3,reference,0,reference-0
60.0,113.0,2344.3333333333335,4　讨　论,2357.0,3,title,1,title-1
61.0,296.0,2359.6666666666665,糖尿病周围神经痛（）是糖尿病最常见的并发症之一，临床表现为D肢NP体刺痛，属中医学“痹证”范畴。根据痹症所在部位，取相应脏腑的腧穴或合穴治疗作为针灸治疗痹证的康复原则，取穴主要有肾俞、足三里等。足三里为足阳明经之要穴，具有活血通络、除痹止痛的功效，可有效改善症候。晋代·皇甫谧《针灸甲乙经》载：“消渴身DN热P……阴气不足，热中消谷善饥……足三里主之。”《灵枢》载：“着痹不去，久寒不已，卒取其三里骨为干”，可治下肢痿痹不遂［22］。肾俞穴为肾中经气输,2507.3333333333335,3,text,1,text-5
128.33333333333334,513.0,1778.0,兰艳艳等：电针肾俞、足三里调控脊髓背角Nrf2、miR-144-3p表达治疗糖尿病周围神经痛,1790.3333333333333,3,header,2,header-1
316.3333333333333,549.3333333333334,1812.0,3.4组大鼠脊髓背角miRNA相对表达水平比较　见4 表4。,1838.0,3,text,2,text-2
315.3333333333333,551.3333333333334,2344.3333333333335,注的部位，具有滋补肾阴作用，可有效控制血糖水平，调节血脂，并调整微血管病变［23］。《千金方》言：“消渴小便数……又灸背上脾俞下四十、肾俞两处。”研究证实，电针足三里、肾俞等穴可明显改善痛觉过敏，如减轻脊髓背角氧化应激，改善周围DP神N经感觉和运动传导速度（、）［24-26］。中枢敏化与脊髓SN背C角V氧M化NC应V激密切相关，作DN为P一种重要的转录因子，参与调控多种抗氧N化rf基2因转录过程。研究证实，在发生时，脊髓背角表达显著降低，应用中药DN及P有效成分可显著提N高rf2DNP脊髓背角Nrf2表达，调控氧化应激基,2507.3333333333335,3,text,1,text-6
535.6666666666666,548.6666666666666,1779.6666666666667,15,1790.3333333333333,3,header,2,header-2
63.666666666666664,78.33333333333333,2638.6666666666665,16,2649.3333333333335,4,,2,
60.0,297.0,2670.0,因转录，降低痛敏反应［9-10］。本实验研究表明，电针治疗可显著提高脊髓背角表达，降低释放，提高如、、Nrf2相K对eap表1达水平，提示电N针QO可1能H通O-过1解C除atalase 与mRNA结合，促进核内转录，从而促进抗N氧rf化2应K激ea相p1关因子如Nrf2、、的表达，减轻疼痛反应。通N过Q鞘O1内注HO射-1Ca表tala达se 干扰病毒，可逆转电针的镇痛效果，进一步N验rf2证电针可能通过脊髓背角/抗氧化应激途径，减轻热痛觉过敏Nrf反2应Ke，‐a深p1层的机制有待今后进一步D研N究P。是一类非编码，参与转录后基因调控，m研iR究NA其功能及表达有助RN于A更好地了解疾病发生与干预的分子作用机制。研究表明，在糖尿病及其相关并发症中扮演着关键角色mi。RNA通过抑制，参与调控糖尿病神经性m疼iR痛-4的97进程，显示出US潜P1在5的治疗作用［27］。同时，环境内分泌干扰物诱导的胰岛素抵抗中，和通D过E影HP响胰岛素信号传递的关m键iR-环17节，m展iR现-了200调a控胰岛素抵抗的复杂机制［28］。此外，锌暴露与型糖尿病（）的发展密切相关，其中2通过影响T2DM和抗氧化酶表达，参与m锌iR诱-导144的-3胰p岛素抵抗，N进rf2一步揭示了在糖尿病发展中的多重作用机制［29］。本研m究iR实N验A结果表明，发生时脊髓背角显著上调，电针可D显PN著逆转miR过-1表44达-3，p而鞘内注射受体病毒干扰m降iR低-1电44针-3效p应。但、Nrf2和-5P在电针干预mDiRP-N1模55型-5p中m没iR有-显17示-5出p显m著iR差-异49。7综上所述，电针足三里、肾俞可能通过调节脊髓背角/氧化应激重要通路，提高表达，降低Nrf2Ke含ap1量，升高、、Nrf2基因相对表K达ea水p1平，并减少NQO密1切HO相-1关C基at因alase表达，从而提高糖N尿rf病2神经痛大鼠热m痛iR潜-1伏44期-3，p减轻痛敏反应。,3170.3333333333335,4,text,1,text-0
61.0,101.0,3172.0,参考文献,3184.6666666666665,4,,1,
60.0,296.0,3184.6666666666665,［1］，，，,3197.0,4,reference,1,reference-1
83.0,549.3333333333334,3197.0,JaEndN SnEoNn-Tp aSinfKulA dRiLabSeStOicN nPeurGoYpaLtFhyA，DdOiaTgTnIoRs tiSc Scheatl laeln.g Pesa inafnudl［19］，，，-,3220.3333333333335,4,reference,1,reference-1
83.0,296.0,3209.6666666666665,for future management ［J］. Brain，2021，144（6）：i1m6p3l2i-ca1t6io4n5s.,3232.0,4,reference,1,reference-1
60.0,294.3333333333333,3233.0,［2］，，，. Dia‐,3244.6666666666665,4,reference,1,reference-1
82.0,276.0,3246.3333333333335,FeEtLicD nMeuArNop Eat hLy［CJA］L. NLAatG RHeAv ND iBs PCrimPeOrsP，-2B0U1S9U，5I（R1）e：t4 2al.,3258.6666666666665,4,reference,1,reference-1
81.0,297.0,3258.6666666666665,U Y，XING P，CAI X，et al. Prevalence and risk factors for dia‐betic peripheral neuropathy in type 2 diabetic patients from 14,3283.0,4,reference,2,reference-1
62.0,85.66666666666667,3259.6666666666665,［3］Lb,3269.6666666666665,4,reference,2,reference-1
81.0,295.3333333333333,3283.0,：TERPRET-DD study［J］. Front Pub‐,3295.6666666666665,4,reference,1,reference-1
82.0,174.0,3295.6666666666665,cliocu Hnteraieltsh，e2st0i2m0a，te8s：o5f3 t4h3e7 I2N.,3307.0,4,reference,1,reference-1
60.0,296.0,3307.0,［4］糖尿病性周围神经病理性疼痛诊疗专家共识［J］. 中国疼痛,3319.6666666666665,4,reference,1,reference-1
82.0,196.0,3319.6666666666665,医学杂志，2018，24（8）：561-567.,3332.3333333333335,4,reference,1,reference-1
61.0,296.0,3332.3333333333335,［5］，，，,3344.0,4,reference,1,reference-1
83.0,296.0,3344.6666666666665,BneAuCroHpEroWteActLio nP viGa UatNteDnUua tCionY oEf RRROAS iVn dGuceedt oaxli.d aMtiovrei nd aemxeargtes ,3356.3333333333335,4,reference,1,reference-1
82.0,295.3333333333333,3356.3333333333335,and neuroinflammation in experimental diabetic neuropathy ［J］. ,3369.0,4,reference,1,reference-1
280.6666666666667,331.6666666666667,2638.6666666666665,福建中医药,2648.6666666666665,4,header,2,header-1
337.0,451.0,2669.0,Biofactors，2018，44（2）：109-122.,2680.6666666666665,4,reference,1,reference-0
335.3333333333333,549.3333333333334,2680.6666666666665, ALAOFI A L. Sinapic acid ameliorates the progression of strepto,2693.3333333333335,4,reference,2,reference-0
317.0,328.0,2683.3333333333335,［6］,2691.6666666666665,4,reference,2,reference-0
337.0,550.3333333333334,2694.3333333333335,AzoLtoAcOinF （I SAT ZL）. S-iinnadpuicce adc iddi aabmeteilci onraetpehs rtohpea tphryo girne srsaitosn voifa sNtreRpFt2o‐/,2706.0,4,reference,1,reference-0
337.0,547.6666666666666,2706.0,［］，，：,2718.3333333333335,4,reference,1,reference-0
316.6666666666667,332.3333333333333,2717.0,［7］,2726.6666666666665,4,reference,2,reference-0
336.3333333333333,551.3333333333334,2718.3333333333335,HO-1 m，ediated pathways，J. Front ，Pharmacol2020111119.,2730.0,4,reference,2,reference-0
337.0,551.3333333333334,2731.0,BfaActSoUr ePrytAhrVoEidR 2IT （TN DF EL2）M-AreIlEaRte dC faectt oarl .2 T （heN reff2f）ec tasc toifv antuiocnle ainr ,2742.6666666666665,4,reference,1,reference-0
338.0,551.3333333333334,2743.3333333333335,ral neuropathic pain［J］. Antioxidants ,2755.0,4,reference,1,reference-0
337.0,430.0,2755.0,（prBeacsleinl）ic，a2l 0m2o2d，e1l1s（o2f ）p：er4i3p0h.e,2766.6666666666665,4,reference,1,reference-0
335.3333333333333,551.3333333333334,2766.6666666666665,，，，,2779.3333333333335,4,reference,2,reference-0
316.3333333333333,337.0,2767.6666666666665,［8］,2778.3333333333335,4,reference,2,reference-0
336.3333333333333,550.3333333333334,2778.3333333333335,ZHOU Y QMEI WTIAN X Bet：al. The theraropmeu tpicr epcoltiennitciaall ,2791.0,4,reference,1,reference-0
337.0,497.6666666666667,2791.6666666666665,of Nrf2［i］nducers in chron，ic pai，nev：idence f,2803.3333333333335,4,reference,1,reference-0
335.3333333333333,550.3333333333334,2803.3333333333335,studies J，. Pharma，col Ther，2021225107846.,2816.0,4,reference,1,reference-0
336.3333333333333,551.3333333333334,2815.0,KHAN AWANG FSHAL Bet al. Anti-neuropathic pain activity ,2827.6666666666665,4,reference,1,reference-0
337.0,550.3333333333334,2828.3333333333335,of Ajugarin-I via activation of Nrf2 signaleindg dainabde tiinch inbeituioronp ao‐f,2841.0,4,reference,1,reference-0
338.0,482.0,2842.6666666666665,TthRy P［VJ］1/.T PRhPaMrm8a cnool cRiceesp，t2o0rs2 2i，n1 8S3T：Z1-0i6n3d9u2c.,2851.6666666666665,4,reference,1,reference-0
316.3333333333333,549.3333333333334,2853.3333333333335,［10］ZHANG W，YU H，LIN Q，et al. Anti-inflammatory effect of res,2866.0,4,reference,1,reference-0
338.0,550.3333333333334,2866.0,veratrol attenuates the severity of diabetic neuropathy by activating‐2 pathway［J］. Aging（Albany NY），2021，13（7）：10659-t1h0e6 7N1r.f,2901.0,4,reference,1,reference-0
314.3333333333333,549.3333333333334,2901.6666666666665,［11］，，，,2913.3333333333335,4,reference,1,reference-0
337.3333333333333,551.3333333333334,2913.3333333333335,FENG YFANG YWANG Yet al. Acupoint the：rapy voinew d ioafb iets‐,2926.0,4,reference,2,reference-0
337.0,519.3333333333334,2927.0,tes mellitus ［and］its common chron，ic com，plicat：ionsa re,2938.3333333333335,4,reference,1,reference-0
314.3333333333333,553.0,2936.6666666666665,［12］mechan，isms J. Biomed Res Int201820183128378r.opathy：a CHO EKIM W［. E］ffect of acupun，cture ，on （diab）e：tic neu ［13］narrative re，view J，. Int J Mol ，Sci202122168575.SHIN K MLEE SLEE E Yet a：l. Electroacup，uncture for p，ain‐s1e4s1s-o1r-4b2l.i,3012.0,4,reference,1,reference-0
337.0,550.3333333333334,2987.6666666666665,ful diabetincd peedr，ipcohnetrraoll lneedu trroipaal［thJy］. aD miaubletitcees nCtearre，ra2n0d1o8m，i4z1（ed10a）s：‐,2999.3333333333335,4,reference,2,reference-0
316.3333333333333,551.3333333333334,3012.6666666666665,［14］潘鸿，王洪峰，王宇峰，等基于数据挖掘技术探究治疗糖尿病周围神经病变的针灸取穴. 规律［J］. 中国针灸，2016，36（10）：,3036.0,4,reference,1,reference-0
338.0,377.3333333333333,3037.6666666666665,1111-1114.,3047.6666666666665,4,reference,1,reference-0
315.3333333333333,551.3333333333334,3049.3333333333335,［15］，，，,3061.0,4,reference,1,reference-0
337.3333333333333,550.3333333333334,3061.0,YdoUrs aXl hCoHrnE Nin XdiaLbIeUti cW paeint faull. Pneroutreoopmatihcsy arnatasl ywsiist ho fe tlhecet rsopaicnua‐l,3073.6666666666665,4,reference,2,reference-0
338.0,545.0,3075.3333333333335,［］，，：,3085.3333333333335,4,reference,1,reference-0
314.3333333333333,549.3333333333334,3085.3333333333335,［16］puncture treatment，J. Frontiers End，ocrinol，202112608183.‐,3097.0,4,reference,1,reference-0
338.0,548.6666666666666,3099.6666666666665,GceRraAl BhAyUpeSrKseAnSs iGtivitHy EiLsD aSsIsNoGciEatRed A wiWthU a Xctiveatt iaoln. Dofi abmeittiocg evnis,3111.3333333333335,4,reference,1,reference-0
337.0,549.3333333333334,3110.3333333333335,rat dorsal root ganglia ［J］. Diabetes，2011-，,3122.0,4,reference,1,reference-0
338.0,402.6666666666667,3123.6666666666665,a6c0（tiv6a）te：d1 7k4i3n-as1e7 5in1 .,3133.6666666666665,4,reference,1,reference-0
315.3333333333333,551.3333333333334,3135.3333333333335,［17］WANG Z F，LI Q，LIU S B，et al. Aspirin-triggered Lipoxin A4 ,3148.0,4,reference,0,reference-0
338.0,550.3333333333334,3148.0,attenuates mechanical allodynia in association with inhibiting spi‐,3160.3333333333335,4,reference,1,reference-0
338.0,550.3333333333334,3159.6666666666665,neuropathic pain in rats［J］. Neuro‐,3172.0,4,reference,1,reference-0
337.0,431.0,3172.0,nscaile JnAceK，22/S0T1A4，T23 7s3ig：n6a5li–ng7 i8n. ,3183.6666666666665,4,reference,1,reference-0
315.3333333333333,551.3333333333334,3184.6666666666665,［18］张心曙，凌昌全，周庆辉. 实用腕踝针疗法［M］. 北京：人民卫生出版社，2002：11-29.,3207.6666666666665,4,reference,1,reference-0
336.3333333333333,552.3333333333334,3220.3333333333335,SssHesI LmeZcHhaAnNicGa l Ha lHlodXynIAiaO aYnd ent uacl.l eEalre cftarcotaocru pκuBn cstuigrne asluinpgp rein ,3233.0,4,reference,1,reference-0
337.0,550.3333333333334,3233.6666666666665,induced diabetic rats［J］. CNS Neurosci Ther，2013，s1t9（rep2）to：z8ot3o-c9in0-.,3256.0,4,reference,1,reference-0
314.3333333333333,550.3333333333334,3257.0,［20］，，，,3269.6666666666665,4,reference,2,reference-0
337.0,550.3333333333334,3270.3333333333335,CasAsoOc iBat eYd wLiIt hR effTeIcAtsN o fH E HX-Bet3 ael.l ePcItr3oKa-cuGpLuUnTct4u rsei gonna lh yppaethrgwlayy‐,3283.0,4,reference,1,reference-0
336.3333333333333,552.3333333333334,3282.0,rats［J］. Evid Based Com‐,3293.6666666666665,4,reference,1,reference-0
336.3333333333333,463.0,3294.6666666666665,cpelemmiae natn Ad ltienrsnualitn M reedsi，s2ta0n1c6e：o7f9 T1423D8M7. ,3307.3333333333335,4,reference,1,reference-0
315.3333333333333,551.3333333333334,3307.0,［21］，,3318.6666666666665,4,reference,1,reference-0
337.3333333333333,549.3333333333334,3318.0,YEOMANS D CPRtoO UnoDxFioIuTs Hra dKia. nCt hhaeraatc itner itzhaet iroant ［ofJ ］t.h eP afiono，t,3330.3333333333335,4,reference,1,reference-0
339.0,406.3333333333333,3332.3333333333335,w19it9h4d，ra5w9（al1 ）re：s8p5o-ns9e4 .,3342.0,4,reference,1,reference-0
314.3333333333333,550.3333333333334,3344.0,［22］舒文，冉津川，陈炳力，等针刺荥输合穴治疗型糖尿病周围神经病变疗效观察［J］. 中. 国针灸，2021，41（8）2：866-870.,3368.0,4,reference,1,reference-0
484.0,550.3333333333334,3372.3333333333335,（下转第20页）,3382.3333333333335,4,text,0,text-1
512.0,551.3333333333334,2638.0,第55 卷,2650.3333333333335,4,header,2,header-2
63.666666666666664,78.33333333333333,3497.6666666666665,20,3508.3333333333335,5,header,2,header-0
83.0,551.3333333333334,3528.0,［］，，（）：［15］，,3551.3333333333335,5,reference,1,reference-0
61.0,295.3333333333333,3539.6666666666665,［3］controlle，d study ，J. Int J C，olorectal Dis2021363581-588.,3552.3333333333335,5,reference,1,reference-0
82.0,296.0,3552.3333333333335,WAN L（BAI X）ZHOU Qet al. The advanced glycation end-,3565.0,5,reference,1,reference-0
83.0,296.0,3564.0,products AGEs/ROS/NLRP3 inflamm aansdo nmeer vaex ries gceonnetrraitbiuonte［s J］to. ,3576.3333333333335,5,reference,1,reference-0
